Date,Temperature,Humidity,Precipitation,Air_Pressure
2024-08-15,10.82202882425841,28.06452300067892,8.474095922367903,948.8046653644659
2024-07-01,-1.6566856697817158,54.676567489226,4.626853450761848,944.6089786773766
2023-11-25,-19.005143135377807,66.46429084065454,9.033697382682499,933.6598488676383
2022-02-12,-17.16612512677625,80.1903501227486,17.169367292766974,907.0628119392645
2026-06-03,-7.098685064899669,10.582359799255281,47.68683681586764,905.1453840758801
2023-06-28,14.975930900749248,62.78222171158464,27.675205164382984,914.1538340785658
2023-03-09,-7.69205427290043,98.00944743701679,27.385387971923887,1073.6073083053948
2026-02-27,-14.376158655009956,96.88951672237948,34.26711655197657,1003.6464908362732
2022-09-27,12.070168230675272,19.062118700407048,49.487789764779,1095.3212225908917
2026-11-14,28.008485922448315,49.901216013133734,20.891971672342468,915.5243636981345
2026-07-01,10.024828548932074,48.19359826185161,42.33575971591554,983.1847823625375
2024-01-03,3.0764755331999076,62.56989312291357,4.999856485272264,1039.4858638204082
2024-10-10,17.31122098152492,36.993279021605986,44.02701544962751,1078.5361125732393
2022-10-30,-11.428919201884526,12.296281318590186,18.260447224967457,935.7652217046353
2025-03-09,-18.92480179071176,88.86912937376387,6.940985241265646,1008.7929784905784
2024-06-11,27.706137575579604,47.63760887073762,4.811794074742765,1003.2298353918616
2026-07-15,-6.545440372800515,30.838210142028966,48.46772556296761,922.6728749533252
2023-10-06,18.633897072125208,59.60195877917825,32.00525286542562,1086.895385935551
2025-06-08,-12.193036679549012,69.41884060838768,32.30232174286575,986.2594831600932
2022-07-14,-1.9692196954677996,22.39386129165065,17.838217532209548,971.5486908898763
2024-01-17,6.993605291082655,78.01746445600206,2.6745725750354996,1018.2981819550316
2024-08-18,10.661228388716385,50.14271658957531,8.650499334233825,923.4870128221093
2026-04-25,35.45823425523797,59.04412813635005,40.93393954139455,949.9779052636874
2023-01-19,21.178486842977172,88.31907602786696,29.666655450569447,1024.3518955116065
2024-06-12,-13.007008070191134,83.73133331077284,32.20223045253801,921.4820308538383
2022-08-23,-6.776097683162936,55.97856924936261,4.765855188072243,1073.776573028067
2023-03-10,16.19813147868669,22.191020637797898,33.65205302495357,975.591213123398
2022-05-04,3.2001280239336296,3.8174345542715815,6.50749091457058,920.7551792543464
2022-03-22,-12.739705602842708,25.280639267862526,39.16640990007807,936.2496750875225
2022-01-14,18.69722049616665,69.52784093037677,14.60178006345038,1045.194123934061
2025-05-29,26.203368471450602,21.418991056049176,38.55123927534902,1071.3568846762844
2024-07-11,22.082232570845413,34.46674086550717,40.585676519917385,1054.4406385194104
2022-11-22,-5.194716738601494,34.22799745913928,1.8182807841200632,942.3958169560021
2022-01-17,30.49765148714846,83.6700721890249,16.928337298194833,977.9301181496941
2026-08-21,-5.224083199684957,21.11283263268,35.68315255844847,1075.8740241769758
2025-09-01,27.939918728566667,90.10330960177251,24.246945665542448,934.9896914462511
2023-06-13,38.46882245547151,25.427777949381525,5.710328663486291,989.1356158132834
2025-07-26,35.66809911301368,70.3724220114995,29.144388288160943,1092.070924791924
2026-07-22,8.717427179678392,8.720659710924783,10.88654498431999,1062.8293577890634
2024-04-29,-16.889953290280737,18.727190048616414,39.357795918848204,1016.5645829850434
2026-12-06,-16.9113095048311,4.178896964365853,29.992294601798243,1005.8167757021781
2023-12-10,24.532107241002805,35.29707120124258,4.8973323502571215,907.2372397499712
2022-10-25,20.89978034867628,81.81030134518224,31.206478046623353,949.2484663654244
2026-06-07,-14.081403425893917,65.75395614839015,32.383656589158704,1022.6122391306972
2024-01-11,9.695157341350729,29.240514123684104,23.5426866891068,948.0623786971556
2024-09-24,-15.817543631067943,64.2384053705527,14.105817549578942,1094.364544420936
2026-04-15,28.762311787830626,79.46869828899511,30.25721377172974,1070.8309542922914
2024-09-21,35.1032447252534,55.41753479207646,44.57169390296652,1025.1258331456088
2023-02-15,18.2135040919769,59.66559638103618,35.846330729940874,1029.3986154034474
2022-07-27,37.544394052337104,88.5131675287844,25.156727162535113,1071.487922139025
2026-08-28,39.61280353631542,72.49005722453528,41.06550555604502,938.1621222326431
2022-09-06,-7.201182281227389,58.207030232707446,6.489870751148552,983.4929211695177
2026-10-14,8.63685963258294,90.50984784592147,26.480619746169566,997.8096829905703
2022-03-04,-14.907069580214271,33.49995865344763,30.142715922570794,1081.7853545988357
2024-09-06,15.642894255791369,53.82635684975057,42.434766181616176,971.3818545688117
2024-08-02,7.375591207304307,33.92360672345306,44.53091672672174,1059.0606435735817
2025-03-03,-2.0919493901906563,10.231151305553631,37.66681515246456,1086.039207224692
2022-08-26,39.75503269981986,48.02898198885234,7.56767870209214,991.1958240467143
2024-05-29,37.87964505587841,13.701586666413823,11.545004375036166,1013.1454085256136
2026-12-01,13.375971396059178,18.268872239877222,3.663614656676384,966.1533488061574
2024-03-11,3.065728592714951,6.105414612798654,39.288395270374885,970.3562498909074
2026-05-13,-18.737002572460284,26.167841812361047,33.7683254742742,1023.3186364691703
2025-03-30,-7.140648453184227,99.39056963601975,39.40384867353038,904.7590410727912
2024-07-15,3.6518801180225005,62.002426619083884,16.308531546801497,1095.767767090531
2026-05-13,19.30744247325299,70.26798004970337,24.542738813262993,961.7721280862318
2026-08-03,27.191877222880954,30.5587677216291,34.4466513296661,1078.746956120612
2024-05-22,13.041033787995111,69.59573792463625,18.405181385381553,912.0455521757491
2025-04-11,35.87103021236131,92.58381472581476,23.241542142608274,1066.2210996275574
2026-08-05,32.733466451026615,49.561160460081545,42.58333304227188,924.8699121780255
2022-07-12,15.895888204338327,95.06721027901757,35.46756824727132,1052.4121525291548
